time_start,time_end,Source,Target
78380,78400,1164,1191
78380,78400,1181,1391
78380,78400,1108,1327
78380,78400,1181,1207
78380,78400,1098,1148
78400,78420,1109,1207
78400,78420,1164,1191
78400,78420,1157,1260
78400,78420,1108,1327
78400,78420,1181,1207
78420,78440,1109,1207
78420,78440,1164,1191
78420,78440,1157,1260
78420,78440,1098,1210
78420,78440,1108,1327
78440,78460,1114,1365
78440,78460,1157,1260
78440,78460,1098,1210
78440,78460,1109,1327
78440,78460,1108,1327
78440,78460,1100,1207
78460,78480,1114,1365
78460,78480,1109,1207
78460,78480,1098,1210
78460,78480,1108,1327
78460,78480,1181,1207
78480,78500,1114,1365
78480,78500,1164,1191
78480,78500,1157,1260
78480,78500,1098,1210
78480,78500,1108,1327
78500,78520,1098,1191
78500,78520,1100,1108
78500,78520,1100,1327
78500,78520,1210,1378
78520,78540,1144,1191
78520,78540,1157,1260
78540,78560,1114,1365
78540,78560,1109,1207
78540,78560,1144,1191
78540,78560,1108,1181
78560,78580,1109,1207
78560,78580,1144,1191
78580,78600,1109,1207
78580,78600,1144,1191
78600,78620,1114,1295
78600,78620,1109,1207
78600,78620,1100,1114
78600,78620,1144,1191
78600,78620,1164,1245
78620,78640,1191,1210
78620,78640,1144,1191
78620,78640,1098,1210
78620,78640,1210,1378
78620,78640,1164,1245
78620,78640,1098,1168
78640,78660,1114,1295
78640,78660,1109,1207
78640,78660,1157,1260
78660,78680,1108,1245
78660,78680,1191,1365
78660,78680,1114,1295
78660,78680,1109,1207
78660,78680,1157,1260
78660,78680,1098,1210
78680,78700,1114,1295
78680,78700,1109,1207
78700,78720,1108,1245
78700,78720,1114,1295
78700,78720,1157,1260
78700,78720,1098,1210
78720,78740,1114,1295
78720,78740,1109,1207
78720,78740,1157,1260
78720,78740,1210,1378
78740,78760,1109,1159
78740,78760,1157,1260
78740,78760,1114,1164
78760,78780,1164,1295
78760,78780,1109,1207
78760,78780,1109,1159
78760,78780,1100,1108
78760,78780,1159,1207
78760,78780,1191,1207
78760,78780,1164,1245
78760,78780,1159,1191
78780,78800,1109,1207
78780,78800,1157,1260
78780,78800,1159,1207
78780,78800,1191,1207
78780,78800,1109,1191
78780,78800,1159,1191
78800,78820,1109,1207
78800,78820,1109,1159
78800,78820,1159,1207
78800,78820,1191,1207
78800,78820,1109,1191
78800,78820,1159,1191
78820,78840,1207,1374
78820,78840,1164,1245
78820,78840,1159,1191
78840,78860,1109,1207
78840,78860,1098,1164
78840,78860,1157,1260
78840,78860,1164,1245
78840,78860,1159,1191
78860,78880,1207,1374
78860,78880,1114,1157
78860,78880,1114,1191
78860,78880,1159,1191
78880,78900,1207,1374
78880,78900,1114,1157
78880,78900,1210,1378
78880,78900,1159,1191
78900,78920,1207,1374
78900,78920,1109,1207
78900,78920,1164,1191
78900,78920,1157,1260
78900,78920,1159,1191
78920,78940,1109,1365
78920,78940,1109,1159
78920,78940,1159,1164
78920,78940,1164,1191
78920,78940,1207,1363
78920,78940,1109,1164
78920,78940,1109,1191
78920,78940,1159,1191
78940,78960,1114,1365
78940,78960,1164,1295
78940,78960,1159,1164
78940,78960,1164,1191
78940,78960,1108,1157
78940,78960,1114,1157
78940,78960,1114,1260
78940,78960,1109,1191
78940,78960,1159,1191
78960,78980,1181,1191
78960,78980,1207,1363
78960,78980,1164,1245
78960,78980,1159,1191
78980,79000,1207,1374
78980,79000,1159,1210
78980,79000,1108,1191
78980,79000,1108,1159
78980,79000,1207,1363
78980,79000,1159,1191
79000,79020,1164,1295
79000,79020,1181,1352
79000,79020,1157,1260
79000,79020,1159,1191
79020,79040,1164,1295
79020,79040,1181,1352
79020,79040,1164,1191
79020,79040,1157,1260
79020,79040,1114,1164
79020,79040,1159,1191
79040,79060,1164,1295
79040,79060,1114,1144
79040,79060,1181,1352
79040,79060,1164,1191
79040,79060,1144,1164
79040,79060,1191,1295
79060,79080,1114,1144
79060,79080,1181,1352
79060,79080,1108,1363
79060,79080,1164,1191
79060,79080,1114,1191
79080,79100,1191,1365
79080,79100,1164,1295
79080,79100,1181,1352
79080,79100,1157,1159
79080,79100,1157,1260
79080,79100,1191,1207
79080,79100,1210,1378
79080,79100,1159,1260
79100,79120,1144,1245
79100,79120,1157,1159
79100,79120,1164,1365
79100,79120,1157,1260
79100,79120,1191,1207
79100,79120,1144,1295
79100,79120,1207,1365
79120,79140,1157,1159
79120,79140,1100,1108
79120,79140,1164,1374
79120,79140,1148,1395
79120,79140,1207,1365
79140,79160,1207,1391
79140,79160,1114,1144
79140,79160,1157,1159
79140,79160,1164,1363
79140,79160,1100,1108
79140,79160,1164,1374
79140,79160,1148,1395
79160,79180,1207,1352
79160,79180,1114,1144
79160,79180,1157,1159
79160,79180,1164,1374
79160,79180,1159,1365
79160,79180,1148,1395
79180,79200,1109,1207
79180,79200,1148,1377
79180,79200,1164,1363
79180,79200,1109,1157
79180,79200,1207,1365
79200,79220,1114,1207
79200,79220,1144,1260
79200,79220,1109,1157
79200,79220,1114,1157
79200,79220,1109,1114
79200,79220,1207,1365
79220,79240,1109,1207
79220,79240,1181,1352
79220,79240,1148,1377
79220,79240,1157,1159
79220,79240,1144,1260
79220,79240,1164,1191
79220,79240,1157,1207
79220,79240,1114,1157
79220,79240,1159,1207
79220,79240,1207,1365
79240,79260,1109,1207
79240,79260,1157,1159
79240,79260,1144,1260
79240,79260,1164,1191
79240,79260,1164,1365
79240,79260,1210,1378
79240,79260,1157,1164
79240,79260,1109,1164
79240,79260,1164,1181
79240,79260,1164,1207
79260,79280,1098,1164
79260,79280,1114,1164
79260,79280,1164,1181
79280,79300,1207,1391
79280,79300,1114,1295
79280,79300,1207,1352
79280,79300,1157,1159
79300,79320,1207,1391
79300,79320,1114,1295
79300,79320,1207,1352
79300,79320,1144,1245
79300,79320,1098,1144
79300,79320,1114,1164
79320,79340,1114,1295
79320,79340,1207,1352
79320,79340,1164,1295
79320,79340,1144,1245
79320,79340,1148,1377
79320,79340,1157,1159
79320,79340,1098,1144
79320,79340,1114,1164
79340,79360,1114,1295
79340,79360,1164,1295
79340,79360,1109,1305
79340,79360,1109,1207
79340,79360,1148,1377
79340,79360,1157,1159
79340,79360,1098,1144
79340,79360,1210,1378
79360,79380,1114,1295
79360,79380,1164,1295
79360,79380,1144,1245
79360,79380,1109,1207
79360,79380,1148,1377
79360,79380,1157,1159
79360,79380,1159,1365
79360,79380,1114,1164
79360,79380,1164,1207
79380,79400,1148,1377
79380,79400,1157,1159
79380,79400,1098,1114
79380,79400,1181,1207
79400,79420,1207,1391
79400,79420,1207,1352
79400,79420,1148,1377
79400,79420,1157,1159
79400,79420,1098,1245
79400,79420,1098,1144
79400,79420,1159,1365
79400,79420,1260,1295
79420,79440,1207,1391
79420,79440,1114,1295
79420,79440,1164,1295
79420,79440,1114,1144
79420,79440,1157,1159
79420,79440,1098,1144
79420,79440,1159,1365
79440,79460,1114,1207
79440,79460,1114,1144
79440,79460,1159,1365
79440,79460,1144,1295
79460,79480,1114,1393
79460,79480,1114,1144
79460,79480,1148,1377
79460,79480,1207,1295
79460,79480,1157,1260
79460,79480,1159,1260
79480,79500,1114,1144
79480,79500,1157,1159
79480,79500,1157,1260
79480,79500,1144,1295
79480,79500,1109,1164
79500,79520,1114,1295
79500,79520,1114,1144
79500,79520,1144,1295
79500,79520,1109,1164
79500,79520,1164,1207
79520,79540,1114,1393
79520,79540,1114,1295
79520,79540,1114,1144
79520,79540,1148,1377
79520,79540,1157,1260
79520,79540,1144,1295
79520,79540,1164,1207
79540,79560,1114,1295
79540,79560,1114,1144
79540,79560,1159,1164
79540,79560,1144,1393
79540,79560,1157,1260
79540,79560,1144,1295
79560,79580,1114,1295
79560,79580,1114,1144
79560,79580,1144,1393
79560,79580,1191,1260
79560,79580,1144,1295
79580,79600,1114,1295
79580,79600,1114,1144
79580,79600,1148,1377
79580,79600,1191,1260
79580,79600,1157,1191
79580,79600,1159,1207
79580,79600,1144,1295
79600,79620,1114,1295
79600,79620,1148,1377
79600,79620,1207,1210
79600,79620,1157,1260
79600,79620,1191,1260
79600,79620,1115,1207
79600,79620,1157,1191
79620,79640,1148,1377
79620,79640,1157,1260
79620,79640,1115,1207
79620,79640,1168,1191
79640,79660,1157,1260
79640,79660,1115,1207
79660,79680,1114,1295
79660,79680,1144,1157
79660,79680,1115,1207
79660,79680,1157,1365
79680,79700,1114,1295
79680,79700,1144,1157
79680,79700,1157,1260
79680,79700,1108,1207
79680,79700,1157,1365
79700,79720,1114,1295
79700,79720,1148,1377
79700,79720,1157,1260
79720,79740,1114,1295
79720,79740,1157,1260
79720,79740,1115,1207
79740,79760,1114,1295
79740,79760,1157,1260
79740,79760,1115,1207
79760,79780,1114,1295
79760,79780,1157,1260
79760,79780,1115,1207
79780,79800,1114,1295
79780,79800,1157,1260
79780,79800,1181,1391
79780,79800,1115,1207
79800,79820,1114,1295
79800,79820,1100,1108
79800,79820,1108,1207
79800,79820,1181,1391
79820,79840,1114,1295
79820,79840,1108,1115
79820,79840,1157,1260
79820,79840,1115,1207
79840,79860,1114,1295
79840,79860,1157,1260
79840,79860,1115,1207
79860,79880,1114,1295
79860,79880,1109,1365
79860,79880,1157,1260
79860,79880,1115,1207
79880,79900,1114,1295
79880,79900,1157,1260
79880,79900,1115,1207
79900,79920,1109,1365
79900,79920,1157,1260
79900,79920,1157,1191
79900,79920,1157,1365
79920,79940,1114,1295
79920,79940,1148,1377
79920,79940,1157,1260
79920,79940,1164,1260
79920,79940,1181,1391
79920,79940,1157,1191
79940,79960,1114,1393
79940,79960,1114,1295
79940,79960,1157,1260
79940,79960,1181,1391
79940,79960,1115,1207
79940,79960,1157,1191
79960,79980,1114,1295
79960,79980,1157,1260
79960,79980,1115,1207
79960,79980,1157,1191
79960,79980,1164,1245
79980,80000,1100,1108
79980,80000,1115,1207
79980,80000,1164,1245
80000,80020,1148,1377
80000,80020,1100,1108
80000,80020,1157,1260
80000,80020,1181,1391
80000,80020,1115,1207
80000,80020,1164,1245
80020,80040,1098,1164
80020,80040,1181,1391
80020,80040,1115,1207
80020,80040,1164,1245
80040,80060,1098,1164
80040,80060,1181,1391
80040,80060,1098,1114
80040,80060,1115,1207
80040,80060,1114,1164
80040,80060,1114,1245
80060,80080,1114,1295
80060,80080,1098,1164
80060,80080,1157,1260
80060,80080,1181,1391
80060,80080,1115,1207
80060,80080,1114,1164
80080,80100,1114,1295
80080,80100,1109,1207
80080,80100,1098,1164
80080,80100,1157,1260
80080,80100,1181,1391
80080,80100,1115,1207
80080,80100,1108,1395
80100,80120,1114,1295
80100,80120,1100,1395
80100,80120,1148,1377
80100,80120,1100,1108
80100,80120,1157,1260
80100,80120,1181,1391
80100,80120,1115,1207
80100,80120,1157,1164
80100,80120,1108,1395
80120,80140,1157,1159
80120,80140,1164,1365
80120,80140,1157,1260
80120,80140,1181,1391
80120,80140,1115,1207
80120,80140,1108,1395
80120,80140,1159,1260
80140,80160,1148,1377
80140,80160,1157,1159
80140,80160,1100,1108
80140,80160,1157,1260
80140,80160,1108,1395
80160,80180,1100,1395
80160,80180,1148,1377
80160,80180,1157,1159
80160,80180,1157,1260
80160,80180,1181,1391
80160,80180,1377,1395
80160,80180,1159,1260
80180,80200,1114,1295
80180,80200,1148,1377
80180,80200,1109,1395
80180,80200,1108,1109
80180,80200,1157,1260
80180,80200,1181,1391
80180,80200,1114,1245
80180,80200,1108,1395
80180,80200,1159,1260
80200,80220,1157,1159
80200,80220,1157,1260
80200,80220,1115,1207
80200,80220,1114,1245
80220,80240,1157,1159
80220,80240,1157,1260
80220,80240,1115,1207
80240,80260,1114,1295
80240,80260,1157,1159
80240,80260,1157,1260
80240,80260,1181,1391
80240,80260,1114,1245
80260,80280,1114,1295
80260,80280,1148,1377
80260,80280,1157,1159
80260,80280,1115,1207
80280,80300,1114,1295
80280,80300,1210,1245
80280,80300,1157,1159
80280,80300,1098,1109
80280,80300,1115,1207
80280,80300,1210,1378
80300,80320,1191,1365
80300,80320,1114,1295
80300,80320,1098,1109
80300,80320,1108,1395
80300,80320,1159,1191
80320,80340,1114,1295
80320,80340,1148,1377
80320,80340,1098,1109
80320,80340,1115,1207
80340,80360,1114,1295
80340,80360,1100,1395
80340,80360,1098,1109
80340,80360,1157,1260
80340,80360,1115,1207
80340,80360,1114,1191
80340,80360,1108,1395
80360,80380,1114,1295
80360,80380,1100,1395
80360,80380,1148,1377
80360,80380,1157,1260
80360,80380,1115,1207
80360,80380,1159,1191
80380,80400,1114,1295
80380,80400,1109,1207
80380,80400,1098,1109
80380,80400,1157,1260
80380,80400,1098,1207
80380,80400,1114,1383
80380,80400,1108,1395
80400,80420,1114,1295
80400,80420,1109,1207
80400,80420,1098,1109
80400,80420,1157,1260
80400,80420,1098,1207
80400,80420,1115,1207
80400,80420,1114,1383
80400,80420,1108,1395
80420,80440,1114,1295
80420,80440,1109,1207
80420,80440,1148,1377
80420,80440,1164,1191
80420,80440,1191,1363
80420,80440,1157,1260
80420,80440,1108,1395
80440,80460,1148,1377
80440,80460,1164,1191
80440,80460,1157,1260
80440,80460,1115,1207
80460,80480,1109,1207
80460,80480,1164,1191
80460,80480,1157,1260
80460,80480,1114,1383
80480,80500,1148,1377
80480,80500,1164,1191
80480,80500,1191,1363
80480,80500,1157,1260
80480,80500,1115,1207
80480,80500,1114,1383
80500,80520,1207,1245
80500,80520,1164,1191
80500,80520,1100,1108
80500,80520,1191,1363
80500,80520,1157,1260
80500,80520,1115,1207
80500,80520,1181,1327
80520,80540,1260,1365
80520,80540,1098,1207
80520,80540,1098,1115
80520,80540,1114,1383
80540,80560,1108,1391
80540,80560,1109,1395
80540,80560,1260,1365
80540,80560,1100,1391
80540,80560,1098,1115
80540,80560,1114,1383
80540,80560,1157,1365
80560,80580,1108,1391
80560,80580,1115,1207
80560,80580,1100,1391
80560,80580,1114,1383
80560,80580,1157,1365
80580,80600,1114,1295
80580,80600,1108,1391
80580,80600,1114,1383
80580,80600,1157,1365
80600,80620,1109,1210
80600,80620,1114,1295
80600,80620,1108,1391
80600,80620,1157,1365
80620,80640,1108,1391
80620,80640,1115,1207
80620,80640,1157,1365
80640,80660,1109,1210
80640,80660,1108,1391
80640,80660,1109,1391
80640,80660,1210,1391
80640,80660,1181,1327
80640,80660,1157,1365
80660,80680,1210,1377
80660,80680,1108,1391
80660,80680,1109,1391
80660,80680,1210,1391
80660,80680,1157,1365
80680,80700,1210,1377
80680,80700,1108,1391
80680,80700,1100,1391
80680,80700,1181,1327
80680,80700,1377,1395
80680,80700,1157,1365
80700,80720,1114,1295
80700,80720,1210,1377
80700,80720,1100,1391
80700,80720,1157,1365
80720,80740,1114,1295
80720,80740,1108,1391
80720,80740,1109,1391
80720,80740,1157,1260
80720,80740,1210,1391
80740,80760,1114,1295
80740,80760,1108,1391
80740,80760,1157,1260
80740,80760,1114,1383
80760,80780,1210,1377
80760,80780,1108,1391
80760,80780,1157,1365
80780,80800,1109,1377
80780,80800,1108,1391
80780,80800,1098,1245
80780,80800,1148,1159
80780,80800,1377,1395
80780,80800,1157,1365
80780,80800,1305,1383
80800,80820,1109,1377
80800,80820,1108,1391
80800,80820,1098,1245
80800,80820,1100,1391
80800,80820,1377,1395
80800,80820,1157,1365
80820,80840,1109,1210
80820,80840,1109,1377
80820,80840,1210,1377
80820,80840,1210,1395
80820,80840,1108,1391
80820,80840,1100,1391
80820,80840,1377,1395
80820,80840,1157,1365
80820,80840,1159,1191
80840,80860,1108,1391
80840,80860,1157,1260
80840,80860,1157,1365
80840,80860,1159,1191
80860,80880,1108,1391
80860,80880,1164,1191
80860,80880,1098,1245
80860,80880,1157,1260
80860,80880,1157,1365
80860,80880,1159,1191
80880,80900,1108,1391
80880,80900,1164,1191
80880,80900,1157,1260
80880,80900,1144,1207
80880,80900,1157,1365
80900,80920,1109,1210
80900,80920,1108,1391
80900,80920,1159,1164
80900,80920,1164,1191
80900,80920,1100,1108
80900,80920,1157,1260
80900,80920,1100,1391
80900,80920,1157,1365
80900,80920,1159,1191
80920,80940,1100,1108
80920,80940,1157,1260
80920,80940,1098,1144
80920,80940,1157,1365
80920,80940,1159,1191
80940,80960,1260,1365
80940,80960,1157,1260
80940,80960,1098,1144
80940,80960,1108,1144
80940,80960,1115,1164
80940,80960,1159,1191
80960,80980,1148,1157
80960,80980,1191,1260
80960,80980,1157,1191
80960,80980,1159,1191
80960,80980,1164,1207
80980,81000,1157,1159
80980,81000,1144,1157
80980,81000,1191,1260
80980,81000,1115,1164
80980,81000,1144,1159
81000,81020,1157,1159
81000,81020,1108,1191
81000,81020,1144,1260
81000,81020,1144,1157
81000,81020,1114,1383
81000,81020,1144,1159
81020,81040,1109,1210
81020,81040,1144,1157
81020,81040,1115,1207
81020,81040,1144,1159
81040,81060,1109,1210
81040,81060,1109,1207
81040,81060,1207,1210
81040,81060,1115,1164
81040,81060,1181,1327
81060,81080,1191,1332
81060,81080,1157,1260
81060,81080,1181,1327
81080,81100,1109,1210
81080,81100,1157,1260
81080,81100,1114,1383
81080,81100,1191,1373
81080,81100,1144,1159
81100,81120,1108,1365
81100,81120,1157,1260
81100,81120,1191,1373
81100,81120,1305,1383
81100,81120,1164,1181
81120,81140,1148,1191
81120,81140,1108,1320
81120,81140,1157,1260
81120,81140,1191,1373
81120,81140,1144,1159
81140,81160,1148,1191
81140,81160,1191,1365
81140,81160,1114,1295
81140,81160,1207,1395
81140,81160,1108,1191
81140,81160,1207,1210
81140,81160,1157,1260
81140,81160,1115,1164
81140,81160,1108,1148
81160,81180,1148,1191
81160,81180,1114,1295
81160,81180,1207,1395
81160,81180,1109,1207
81160,81180,1207,1210
81160,81180,1157,1260
81180,81200,1114,1295
81180,81200,1109,1207
81180,81200,1157,1260
81180,81200,1144,1159
81200,81220,1148,1191
81200,81220,1207,1395
81200,81220,1115,1365
81200,81220,1164,1181
81200,81220,1144,1159
81220,81240,1148,1191
81220,81240,1114,1295
81220,81240,1115,1320
81220,81240,1115,1260
81220,81240,1157,1260
81220,81240,1115,1157
81220,81240,1114,1383
81220,81240,1144,1159
81240,81260,1114,1295
81240,81260,1109,1207
81240,81260,1157,1260
81240,81260,1115,1207
81240,81260,1114,1383
81240,81260,1144,1159
81260,81280,1115,1210
81260,81280,1109,1210
81260,81280,1207,1210
81260,81280,1157,1260
81260,81280,1115,1207
81260,81280,1114,1383
81260,81280,1295,1383
81260,81280,1320,1365
81280,81300,1207,1210
81280,81300,1181,1191
81280,81300,1157,1260
81280,81300,1115,1207
81280,81300,1114,1383
81300,81320,1115,1210
81300,81320,1108,1191
81300,81320,1207,1210
81300,81320,1157,1260
81300,81320,1115,1207
81300,81320,1114,1383
81320,81340,1109,1210
81320,81340,1109,1207
81320,81340,1157,1260
81320,81340,1109,1115
81320,81340,1115,1207
81320,81340,1164,1245
81320,81340,1114,1383
81340,81360,1115,1210
81340,81360,1109,1210
81340,81360,1191,1365
81340,81360,1109,1207
81340,81360,1207,1210
81340,81360,1157,1260
81340,81360,1115,1207
81340,81360,1114,1383
81340,81360,1164,1181
81360,81380,1109,1210
81360,81380,1191,1365
81360,81380,1207,1395
81360,81380,1109,1207
81360,81380,1157,1260
81360,81380,1114,1383
81360,81380,1164,1181
81380,81400,1109,1210
81380,81400,1109,1207
81380,81400,1108,1191
81380,81400,1115,1395
81380,81400,1207,1210
81380,81400,1157,1260
81380,81400,1115,1207
81380,81400,1114,1383
81400,81420,1100,1191
81400,81420,1148,1191
81400,81420,1157,1260
81400,81420,1109,1115
81400,81420,1114,1383
81420,81440,1115,1210
81420,81440,1100,1191
81420,81440,1157,1260
81420,81440,1115,1207
81420,81440,1114,1383
81440,81460,1115,1210
81440,81460,1100,1191
81440,81460,1109,1207
81440,81460,1207,1210
81440,81460,1109,1115
81440,81460,1115,1207
81440,81460,1114,1383
81460,81480,1115,1210
81460,81480,1100,1191
81460,81480,1148,1191
81460,81480,1157,1260
81460,81480,1109,1115
81460,81480,1115,1207
81460,81480,1114,1383
81480,81500,1114,1295
81480,81500,1157,1260
81480,81500,1100,1373
81480,81500,1115,1207
81480,81500,1191,1352
81500,81520,1115,1210
81500,81520,1148,1191
81500,81520,1114,1295
81500,81520,1157,1260
81500,81520,1115,1207
81500,81520,1114,1383
81500,81520,1191,1352
81520,81540,1148,1191
81520,81540,1210,1245
81520,81540,1207,1395
81520,81540,1207,1210
81520,81540,1157,1260
81520,81540,1115,1207
81520,81540,1114,1383
81520,81540,1191,1352
81540,81560,1148,1191
81540,81560,1114,1295
81540,81560,1207,1210
81540,81560,1157,1260
81540,81560,1191,1352
81560,81580,1109,1210
81560,81580,1148,1191
81560,81580,1114,1295
81560,81580,1109,1207
81560,81580,1098,1365
81560,81580,1157,1260
81580,81600,1157,1260
81580,81600,1109,1115
81580,81600,1115,1207
81580,81600,1164,1245
81580,81600,1144,1181
81580,81600,1191,1352
81600,81620,1115,1210
81600,81620,1148,1191
81600,81620,1207,1210
81600,81620,1144,1164
81600,81620,1157,1260
81600,81620,1115,1207
81600,81620,1191,1352
81620,81640,1115,1210
81620,81640,1148,1191
81620,81640,1207,1395
81620,81640,1164,1295
81620,81640,1109,1207
81620,81640,1207,1210
81620,81640,1115,1207
81620,81640,1114,1157
81620,81640,1109,1378
81640,81660,1109,1210
81640,81660,1148,1191
81640,81660,1114,1295
81640,81660,1109,1207
81640,81660,1109,1115
81640,81660,1115,1207
81640,81660,1114,1157
81640,81660,1098,1157
81640,81660,1114,1383
81660,81680,1148,1191
81660,81680,1114,1295
81660,81680,1114,1383
81660,81680,1191,1352
81680,81700,1148,1191
81680,81700,1114,1295
81680,81700,1115,1207
81680,81700,1114,1383
81680,81700,1191,1352
81700,81720,1148,1191
81700,81720,1114,1295
81700,81720,1109,1207
81700,81720,1157,1260
81700,81720,1114,1383
81700,81720,1191,1352
81700,81720,1109,1181
81720,81740,1148,1191
81720,81740,1114,1295
81720,81740,1100,1109
81740,81760,1114,1295
81740,81760,1114,1157
81740,81760,1109,1114
81740,81760,1181,1207
81740,81760,1191,1295
81740,81760,1109,1295
81760,81780,1148,1191
81760,81780,1100,1108
81760,81780,1157,1260
81760,81780,1115,1207
81760,81780,1157,1191
81760,81780,1109,1295
81780,81800,1114,1295
81780,81800,1191,1260
81780,81800,1115,1207
81780,81800,1115,1164
81780,81800,1157,1191
81780,81800,1109,1114
81780,81800,1181,1207
81780,81800,1164,1207
81800,81820,1114,1207
81800,81820,1109,1207
81800,81820,1191,1260
81800,81820,1115,1207
81800,81820,1114,1115
81820,81840,1191,1260
81820,81840,1115,1393
81820,81840,1109,1114
81820,81840,1191,1207
81840,81860,1148,1191
81840,81860,1144,1210
81840,81860,1114,1144
81840,81860,1115,1393
81840,81860,1098,1114
81860,81880,1148,1191
81860,81880,1144,1210
81860,81880,1114,1295
81860,81880,1157,1383
81860,81880,1098,1144
81860,81880,1115,1393
81860,81880,1114,1210
81880,81900,1148,1191
81880,81900,1157,1383
81880,81900,1115,1393
81900,81920,1148,1191
81900,81920,1115,1393
81900,81920,1207,1365
81900,81920,1157,1295
81920,81940,1098,1164
81920,81940,1157,1383
81920,81940,1115,1393
81920,81940,1207,1365
81920,81940,1157,1295
81940,81960,1148,1191
81940,81960,1157,1383
81940,81960,1157,1305
81940,81960,1157,1260
81940,81960,1115,1393
81940,81960,1157,1295
81960,81980,1148,1191
81960,81980,1114,1295
81960,81980,1157,1383
81960,81980,1260,1383
81960,81980,1157,1260
81960,81980,1115,1393
81960,81980,1144,1159
81980,82000,1148,1191
81980,82000,1114,1295
81980,82000,1098,1164
81980,82000,1164,1191
81980,82000,1260,1383
81980,82000,1115,1393
82000,82020,1157,1383
82000,82020,1164,1191
82000,82020,1260,1383
82000,82020,1157,1260
82000,82020,1115,1393
82020,82040,1148,1191
82020,82040,1157,1383
82020,82040,1164,1191
82020,82040,1191,1374
82020,82040,1164,1374
82020,82040,1260,1383
82040,82060,1148,1191
82040,82060,1148,1164
82040,82060,1109,1383
82040,82060,1109,1260
82040,82060,1157,1383
82040,82060,1164,1191
82040,82060,1191,1374
82040,82060,1260,1383
82040,82060,1098,1210
82040,82060,1109,1157
82060,82080,1148,1191
82060,82080,1148,1164
82060,82080,1109,1383
82060,82080,1157,1383
82060,82080,1164,1191
82060,82080,1191,1374
82060,82080,1157,1305
82060,82080,1157,1260
82060,82080,1109,1157
82060,82080,1114,1115
82080,82100,1148,1191
82080,82100,1148,1164
82080,82100,1109,1260
82080,82100,1157,1383
82080,82100,1164,1191
82080,82100,1191,1374
82080,82100,1098,1245
82080,82100,1157,1260
82100,82120,1148,1191
82100,82120,1148,1164
82100,82120,1109,1383
82100,82120,1109,1260
82100,82120,1157,1383
82100,82120,1164,1191
82100,82120,1191,1374
82100,82120,1098,1245
82100,82120,1157,1260
82100,82120,1109,1157
82100,82120,1210,1378
82100,82120,1305,1383
82120,82140,1114,1207
82120,82140,1148,1191
82120,82140,1148,1164
82120,82140,1109,1383
82120,82140,1164,1191
82120,82140,1157,1260
82120,82140,1109,1157
82140,82160,1114,1207
82140,82160,1148,1191
82140,82160,1114,1365
82140,82160,1109,1383
82140,82160,1109,1260
82140,82160,1157,1383
82140,82160,1148,1374
82140,82160,1164,1191
82140,82160,1191,1374
82140,82160,1157,1260
82140,82160,1115,1144
82140,82160,1109,1157
82140,82160,1207,1365
82160,82180,1114,1207
82160,82180,1148,1191
82160,82180,1114,1365
82160,82180,1148,1164
82160,82180,1109,1260
82160,82180,1245,1295
82160,82180,1157,1383
82160,82180,1148,1374
82160,82180,1164,1191
82160,82180,1191,1374
82160,82180,1115,1365
82160,82180,1210,1378
82180,82200,1114,1207
82180,82200,1148,1191
82180,82200,1114,1365
82180,82200,1148,1164
82180,82200,1109,1260
82180,82200,1164,1191
82180,82200,1191,1374
82180,82200,1109,1157
82180,82200,1115,1207
82180,82200,1114,1115
82180,82200,1115,1365
82180,82200,1207,1365
82180,82200,1305,1383
82200,82220,1148,1191
82200,82220,1144,1210
82200,82220,1144,1245
82200,82220,1148,1164
82200,82220,1164,1191
82200,82220,1191,1374
82200,82220,1164,1374
82200,82220,1115,1207
82200,82220,1115,1365
82200,82220,1305,1383
82220,82240,1148,1191
82220,82240,1148,1164
82220,82240,1164,1191
82220,82240,1164,1365
82220,82240,1157,1260
82220,82240,1305,1383
82240,82260,1148,1191
82240,82260,1164,1365
82240,82260,1157,1260
82240,82260,1305,1383
82260,82280,1148,1191
82260,82280,1164,1365
82260,82280,1164,1207
82280,82300,1191,1391
82280,82300,1164,1365
82300,82320,1191,1391
82300,82320,1157,1260
82300,82320,1109,1115
82300,82320,1114,1115
82300,82320,1109,1114
82300,82320,1159,1209
82320,82340,1191,1391
82320,82340,1115,1260
82320,82340,1157,1260
82340,82360,1191,1391
82340,82360,1157,1260
82340,82360,1114,1115
82360,82380,1148,1191
82380,82400,1148,1191
82380,82400,1115,1295
82380,82400,1157,1260
82380,82400,1114,1115
82380,82400,1157,1191
82400,82420,1114,1295
82400,82420,1210,1245
82400,82420,1164,1191
82400,82420,1181,1191
82400,82420,1157,1260
82420,82440,1114,1295
82420,82440,1210,1245
82420,82440,1115,1260
82420,82440,1114,1115
82420,82440,1115,1164
82420,82440,1114,1164
82440,82460,1148,1191
82440,82460,1114,1295
82440,82460,1210,1245
82440,82460,1157,1191
82460,82480,1114,1295
82480,82500,1191,1391
82500,82520,1114,1295
82500,82520,1191,1391
82520,82540,1191,1391
82520,82540,1157,1260
82540,82560,1210,1245
82540,82560,1191,1391
82540,82560,1157,1260
82540,82560,1098,1114
82560,82580,1114,1295
82560,82580,1191,1391
82560,82580,1098,1164
82560,82580,1157,1260
82580,82600,1191,1391
82580,82600,1157,1260
82600,82620,1191,1391
82600,82620,1157,1260
82600,82620,1148,1391
82620,82640,1191,1391
